356343000016125|05|2027|000
356343000016000|05|2027|000
356343000016653|05|2027|000
356343000016752|05|2027|000
356343000016307|05|2027|000
356343000016786|05|2027|000
356343000016620|05|2027|000
356343000016141|05|2027|000
356343000016646|05|2027|000
356343000016406|05|2027|000
356343000016349|05|2027|000
356343000016257|05|2027|000
356343000016570|05|2027|000
356343000016810|05|2027|000
356343000016372|05|2027|000
356343000016265|05|2027|000
356343000016216|05|2027|000
356343000016232|05|2027|000
356343000016323|05|2027|000
356343000016653|05|2027|000
356343000016752|05|2027|000
356343000016059|05|2027|000
356343000016653|05|2027|000
356343000016638|05|2027|000
356343000016612|05|2027|000
356343000016315|05|2027|000
356343000016224|05|2027|000
356343000016679|05|2027|000
356343000016224|05|2027|000
356343000016141|05|2027|000
356343000016729|05|2027|000
356343000016042|05|2027|000
356343000016109|05|2027|000
356343000016513|05|2027|000
356343000016406|05|2027|000
356343000016711|05|2027|000
356343000016224|05|2027|000
356343000016760|05|2027|000
356343000016133|05|2027|000
356343000016489|05|2027|000
356343000016141|05|2027|000
356343000016471|05|2027|000
356343000016331|05|2027|000
356343000016208|05|2027|000
356343000016521|05|2027|000
356343000016166|05|2027|000
356343000016877|05|2027|000
356343000016471|05|2027|000
356343000016216|05|2027|000
356343000016224|05|2027|000
356343000016240|05|2027|000
356343000016752|05|2027|000
356343000016646|05|2027|000
356343000016877|05|2027|000
356343000016109|05|2027|000
356343000016018|05|2027|000
356343000016638|05|2027|000
356343000016042|05|2027|000
356343000016349|05|2027|000
356343000016711|05|2027|000
356343000016216|05|2027|000
356343000016174|05|2027|000
356343000016109|05|2027|000
356343000016117|05|2027|000
356343000016588|05|2027|000
356343000016620|05|2027|000
356343000016885|05|2027|000
356343000016281|05|2027|000
356343000016885|05|2027|000
356343000016554|05|2027|000
356343000016513|05|2027|000
356343000016877|05|2027|000
356343000016067|05|2027|000
356343000016547|05|2027|000
356343000016166|05|2027|000
356343000016539|05|2027|000
356343000016703|05|2027|000
356343000016711|05|2027|000
356343000016570|05|2027|000
356343000016851|05|2027|000
356343000016034|05|2027|000
356343000016331|05|2027|000
356343000016554|05|2027|000
356343000016125|05|2027|000
356343000016786|05|2027|000
356343000016380|05|2027|000
356343000016745|05|2027|000
356343000016547|05|2027|000
356343000016752|05|2027|000
356343000016539|05|2027|000
356343000016307|05|2027|000
356343000016372|05|2027|000
356343000016851|05|2027|000
356343000016430|05|2027|000
356343000016588|05|2027|000
356343000016562|05|2027|000
356343000016547|05|2027|000
356343000016406|05|2027|000
356343000016349|05|2027|000
356343000016851|05|2027|000
356969621551353|07|2027|000
356969621501101|07|2027|000
356969621563606|07|2027|000
356969621588041|07|2027|000
356969621581822|07|2027|000
356969621515820|07|2027|000
356969621531355|07|2027|000
356969621523238|07|2027|000
356969621575782|07|2027|000
356969621563325|07|2027|000
356969621570734|07|2027|000
356969621564786|07|2027|000
356969621543467|07|2027|000
356969621551379|07|2027|000
356969621517081|07|2027|000
356969621581434|07|2027|000
356969621570866|07|2027|000
356969621575055|07|2027|000
356969621561444|07|2027|000
356969621532718|07|2027|000
356969621514351|07|2027|000
356969621582226|07|2027|000
356969621557228|07|2027|000
356969621506639|07|2027|000
356969621521448|07|2027|000
356969621541610|07|2027|000
356969621588728|07|2027|000
356969621553037|07|2027|000
356969621502844|07|2027|000
356969621527858|07|2027|000
356969621580246|07|2027|000
356969621588579|07|2027|000
356969621501648|07|2027|000
356969621576822|07|2027|000
356969621564414|07|2027|000
356969621510664|07|2027|000
356969621580469|07|2027|000
356969621533252|07|2027|000
356969621557319|07|2027|000
356969621573738|07|2027|000
356969621575113|07|2027|000
356969621542816|07|2027|000
356969621507447|07|2027|000
356969621524673|07|2027|000
356969621533286|07|2027|000
356969621565254|07|2027|000
356969621543129|07|2027|000
356969621546437|07|2027|000
356969621546445|07|2027|000
356969621568282|07|2027|000
356969621506324|07|2027|000
356969621508148|07|2027|000
356969621521042|07|2027|000
356969621516711|07|2027|000
356969621510870|07|2027|000
356969621582846|07|2027|000
356969621507280|07|2027|000
356969621560149|07|2027|000
356969621561212|07|2027|000
356969621573720|07|2027|000
356969621537055|07|2027|000
356969621521745|07|2027|000
356969621554209|07|2027|000
356969621545744|07|2027|000
356969621532577|07|2027|000
356969621541248|07|2027|000
356969621522602|07|2027|000
356969621524640|07|2027|000
356969621520226|07|2027|000
356969621575048|07|2027|000
356969621555719|07|2027|000
356969621580329|07|2027|000
356969621540430|07|2027|000
356969621526371|07|2027|000
356969621564232|07|2027|000
356969621558036|07|2027|000
356969621546403|07|2027|000
356969621554464|07|2027|000
356969621523758|07|2027|000
356969621554530|07|2027|000
356969621547179|07|2027|000
356969621538442|07|2027|000
356969621503826|07|2027|000
356969621548011|07|2027|000
356969621565510|07|2027|000
356969621534847|07|2027|000
356969621583752|07|2027|000
356969621563671|07|2027|000
356969621511639|07|2027|000
356969621502083|07|2027|000
356969621545330|07|2027|000
356969621561675|07|2027|000
356969621503420|07|2027|000
356969621548763|07|2027|000
356969621511506|07|2027|000
356969621548011|07|2027|000
356969621563853|07|2027|000
356969621588686|07|2027|000
356969621517701|07|2027|000
356969621540455|07|2027|000
